学期	学号	日期	时间
3	245	1227	120153	
3	242	1227	120153	
3	390	1227	120936	
3	370	1227	120938	
3	285	1227	121111	
3	258	1227	121136	
3	9	1227	121514	
3	297	1227	121915	
3	357	1227	122311	
3	19	1227	122535	
3	430	1227	122652	
3	144	1227	123315	
3	19	1227	123519	
3	181	1227	124800	
3	307	1227	124801	
3	348	1227	125004	
3	356	1227	125335	
3	69	1227	125336	
3	246	1227	125427	
3	281	1227	125437	
3	421	1227	125927	
3	250	1227	134050	
3	57	1227	134250	
3	143	1227	134816	
3	75	1227	134817	
3	365	1227	134817	
3	17	1227	135124	
3	114	1227	135409	
3	411	1227	135723	
3	363	1227	135925	
3	356	1227	140050	
3	69	1227	140050	
3	118	1227	140428	
3	97	1227	140644	
3	390	1227	141002	
3	466	1227	141521	
3	339	1227	141636	
3	277	1227	141708	
3	139	1227	141912	
3	140	1227	143619	
3	384	1227	143813	
3	42	1227	143901	
3	235	1227	143901	
3	205	1227	144045	
3	314	1227	144203	
3	300	1227	144325	
3	86	1227	144356	
3	136	1227	144403	
3	476	1227	144729	
3	178	1227	145333	
3	462	1227	145428	
3	223	1227	145428	
3	304	1227	145455	
3	477	1227	145949	
3	491	1227	150017	
3	145	1227	150443	
3	123	1227	150829	
3	520	1227	150829	
3	277	1227	151044	
3	331	1227	152636	
3	172	1227	152946	
3	536	1227	153311	
3	140	1227	153629	
3	446	1227	153943	
3	127	1227	154809	
3	383	1227	155154	
3	416	1227	155155	
3	396	1227	160417	
3	53	1227	162422	
3	175	1227	162422	
3	152	1227	165341	
3	384	1227	170026	
3	136	1227	170026	
3	202	1227	170612	
3	115	1227	171954	
3	80	1227	172558	
3	347	1227	172600	
3	249	1227	173257	
3	237	1227	173337	
3	134	1227	173342	
3	59	1227	173834	
3	246	1227	173848	
3	503	1227	173954	
3	223	1227	174016	
3	495	1227	174402	
3	425	1227	174452	
3	131	1227	174711	
3	383	1227	175021	
3	22	1227	175215	
3	529	1227	175219	
3	297	1227	175429	
3	462	1227	175535	
3	245	1227	175536	
3	242	1227	175914	
3	285	1227	175915	
3	316	1227	180013	
3	172	1227	180310	
3	349	1227	180413	
3	87	1227	180500	
3	442	1227	180643	
3	273	1227	180700	
3	438	1227	180716	
3	277	1227	180743	
3	258	1227	181158	
3	357	1227	181508	
3	339	1227	181813	
3	502	1227	182318	
3	451	1227	182320	
3	528	1227	182748	
3	114	1227	183045	
3	127	1227	183045	
3	120	1227	183132	
3	292	1227	183140	
3	250	1227	183150	
3	503	1227	183319	
3	235	1227	183319	
3	491	1227	184142	
3	354	1227	184144	
3	125	1227	184209	
3	145	1227	184412	
3	386	1227	184437	
3	400	1227	184544	
3	324	1227	184623	
3	257	1227	184623	
3	187	1227	185448	
3	497	1227	185657	
3	435	1227	185737	
3	356	1227	190431	
3	69	1227	190432	
3	164	1227	190940	
3	61	1227	191055	
3	53	1227	191102	
3	281	1227	191623	
3	363	1227	191857	
3	520	1227	194649	
3	477	1227	194753	
3	175	1227	202024	
3	297	1227	202147	
3	477	1228	073118	
3	242	1228	073343	
3	42	1228	073559	
3	205	1228	073600	
3	235	1228	073601	
3	454	1228	074535	
3	66	1228	074744	
3	185	1228	074945	
3	449	1228	075416	
3	195	1228	075416	
3	328	1228	075500	
3	281	1228	080521	
3	49	1228	080522	
3	87	1228	080522	
3	466	1228	081031	
3	297	1228	081031	
3	5	1228	081455	
3	536	1228	081921	
3	365	1228	081945	
3	15	1228	082208	
3	228	1228	082208	
3	149	1228	082226	
3	315	1228	082345	
3	520	1228	082345	
3	246	1228	082522	
3	258	1228	082854	
3	228	1228	082957	
3	449	1228	083241	
3	195	1228	083242	
3	147	1228	083350	
3	354	1228	083645	
3	491	1228	083645	
3	292	1228	083646	
3	13	1228	083647	
3	159	1228	083653	
3	141	1228	083729	
3	237	1228	083742	
3	257	1228	083822	
3	324	1228	083823	
3	476	1228	084000	
3	241	1228	084010	
3	5	1228	084047	
3	189	1228	084130	
3	413	1228	084130	
3	509	1228	084212	
3	452	1228	084308	
3	349	1228	084309	
3	437	1228	084344	
3	245	1228	084352	
3	243	1228	084426	
3	362	1228	084504	
3	408	1228	084602	
3	357	1228	084702	
3	415	1228	084720	
3	285	1228	084852	
3	317	1228	085112	
3	218	1228	085533	
3	369	1228	085741	
3	176	1228	085758	
3	446	1228	090405	
3	57	1228	090942	
3	267	1228	091526	
3	433	1228	091526	
3	286	1228	091620	
3	239	1228	091758	
3	440	1228	091759	
3	272	1228	092008	
3	405	1228	092111	
3	98	1228	092321	
3	46	1228	092335	
3	161	1228	092336	
3	306	1228	092632	
3	145	1228	093127	
3	121	1228	093324	
3	416	1228	093744	
3	134	1228	094621	
3	61	1228	095228	
3	331	1228	095725	
3	346	1228	095725	
3	334	1228	095910	
3	503	1228	095949	
3	79	1228	100026	
3	383	1228	100108	
3	300	1228	100321	
3	500	1228	100326	
3	348	1228	100835	
3	493	1228	101316	
3	509	1228	101715	
3	228	1228	102326	
3	357	1228	104346	
3	386	1228	111313	
3	273	1228	113119	
3	73	1228	113658	
3	324	1228	113940	
3	59	1228	114105	
3	425	1228	114226	
3	142	1228	115314	
3	467	1228	115315	
3	17	1228	115557	
3	354	1228	115608	
3	317	1228	115714	
3	362	1228	115830	
3	510	1228	120212	
3	149	1228	120330	
3	415	1228	120331	
3	75	1228	120359	
3	524	1228	120359	
3	152	1228	120428	
3	223	1228	120711	
3	292	1228	120711	
3	377	1228	120743	
3	218	1228	120752	
3	146	1228	121000	
3	86	1228	121001	
3	285	1228	121037	
3	242	1228	121038	
3	428	1228	121128	
3	265	1228	121236	
3	245	1228	121305	
3	400	1228	121333	
3	258	1228	121423	
3	49	1228	121751	
3	87	1228	122032	
3	139	1228	122158	
3	507	1228	122344	
3	121	1228	122530	
3	460	1228	122748	
3	161	1228	122750	
3	5	1228	122751	
3	123	1228	122826	
3	66	1228	122826	
3	466	1228	122850	
3	297	1228	122850	
3	8	1228	122936	
3	495	1228	123134	
3	357	1228	123451	
3	438	1228	123609	
3	228	1228	123631	
3	15	1228	123631	
3	462	1228	123635	
3	75	1228	123837	
3	19	1228	124155	
3	216	1228	124246	
3	503	1228	124443	
3	118	1228	125118	
3	356	1228	125549	
3	69	1228	125551	
3	246	1228	125622	
3	396	1228	125902	
3	515	1228	125942	
3	452	1228	130141	
3	383	1228	130141	
3	51	1228	130142	
3	168	1228	130457	
3	15	1228	130723	
3	451	1228	131029	
3	300	1228	131231	
3	273	1228	131658	
3	422	1228	131722	
3	281	1228	131941	
3	363	1228	132227	
3	32	1228	132811	
3	216	1228	133020	
3	134	1228	133041	
3	363	1228	133825	
3	529	1228	134206	
3	316	1228	134214	
3	44	1228	134215	
3	61	1228	134404	
3	497	1228	134523	
3	175	1228	135036	
3	477	1228	140130	
3	36	1228	140223	
3	172	1228	140400	
3	433	1228	140401	
3	141	1228	140748	
3	435	1228	141801	
3	286	1228	141810	
3	115	1228	142014	
3	145	1228	142223	
3	267	1228	142330	
3	454	1228	142443	
3	491	1228	142750	
3	446	1228	142955	
3	237	1228	143416	
3	437	1228	143703	
3	189	1228	144004	
3	500	1228	144006	
3	195	1228	144011	
3	449	1228	144012	
3	42	1228	144244	
3	205	1228	144244	
3	334	1228	144246	
3	235	1228	144247	
3	528	1228	144614	
3	536	1228	144635	
3	239	1228	144707	
3	440	1228	144708	
3	170	1228	144710	
3	147	1228	145038	
3	433	1228	145421	
3	365	1228	145439	
3	243	1228	145442	
3	408	1228	145443	
3	476	1228	145458	
3	318	1228	150527	
3	369	1228	150923	
3	121	1228	151137	
3	178	1228	151739	
3	405	1228	152429	
3	167	1228	153347	
3	53	1228	153401	
3	53	1228	153513	
3	349	1228	153624	
3	339	1228	154322	
3	331	1228	155508	
3	46	1228	160031	
3	493	1228	162741	
3	97	1228	162743	
3	346	1228	170504	
3	507	1228	171734	
3	237	1228	172411	
3	152	1228	172950	
3	460	1228	173058	
3	134	1228	173238	
3	392	1228	173648	
3	115	1228	173729	
3	175	1228	174036	
3	53	1228	174037	
3	315	1228	174343	
3	37	1228	174654	
3	502	1228	174913	
3	451	1228	174915	
3	425	1228	174934	
3	438	1228	174958	
3	59	1228	175228	
3	356	1228	175243	
3	529	1228	175313	
3	428	1228	175329	
3	242	1228	175456	
3	245	1228	175457	
3	316	1228	175912	
3	44	1228	175913	
3	369	1228	180158	
3	258	1228	180229	
3	365	1228	180243	
3	167	1228	180442	
3	509	1228	180604	
3	257	1228	180742	
3	178	1228	180804	
3	380	1228	181014	
3	386	1228	181121	
3	357	1228	181206	
3	241	1228	181326	
3	460	1228	181427	
3	161	1228	181427	
3	494	1228	181428	
3	300	1228	181538	
3	216	1228	181541	
3	253	1228	181541	
3	49	1228	181548	
3	87	1228	181548	
3	452	1228	181609	
3	149	1228	181618	
3	349	1228	181629	
3	528	1228	181712	
3	121	1228	181759	
3	297	1228	182015	
3	466	1228	182016	
3	223	1228	182312	
3	477	1228	182451	
3	476	1228	182748	
3	415	1228	182818	
3	104	1228	182918	
3	108	1228	182918	
3	273	1228	183139	
3	189	1228	183202	
3	339	1228	183259	
3	66	1228	183625	
3	147	1228	183625	
3	165	1228	183718	
3	348	1228	184628	
3	536	1228	185308	
3	146	1228	185538	
3	86	1228	185538	
3	505	1228	185548	
3	36	1228	185822	
3	98	1228	190042	
3	421	1228	190042	
3	239	1228	190550	
3	440	1228	190553	
3	144	1228	191029	
3	408	1228	191114	
3	281	1228	191139	
3	142	1228	191148	
3	467	1228	191149	
3	61	1228	191923	
3	17	1228	192441	
3	299	1228	192552	
3	145	1228	193200	
3	392	1228	193707	
3	406	1228	194430	
3	127	1228	194438	
3	114	1228	194439	
3	292	1228	194439	
3	243	1228	195234	
3	123	1228	200230	
3	520	1228	200230	
3	477	1228	215749	
3	235	1229	072216	
3	205	1229	072216	
3	42	1229	072826	
3	477	1229	073053	
3	297	1229	075035	
3	521	1229	080135	
3	66	1229	080155	
3	204	1229	080201	
3	365	1229	081308	
3	149	1229	081627	
3	291	1229	081834	
3	261	1229	081835	
3	520	1229	082017	
3	534	1229	082549	
3	308	1229	082838	
3	258	1229	082921	
3	5	1229	083126	
3	146	1229	083543	
3	421	1229	083609	
3	285	1229	083720	
3	354	1229	083957	
3	491	1229	083957	
3	250	1229	084041	
3	281	1229	084118	
3	87	1229	084118	
3	446	1229	084143	
3	218	1229	084223	
3	460	1229	084248	
3	292	1229	084345	
3	159	1229	084347	
3	324	1229	084645	
3	514	1229	084646	
3	286	1229	084724	
3	362	1229	084854	
3	120	1229	084859	
3	369	1229	084918	
3	165	1229	084923	
3	243	1229	085232	
3	189	1229	085240	
3	500	1229	085241	
3	348	1229	085625	
3	245	1229	085625	
3	242	1229	085627	
3	408	1229	085747	
3	237	1229	085823	
3	49	1229	085853	
3	403	1229	085958	
3	509	1229	090048	
3	437	1229	090107	
3	36	1229	090205	
3	401	1229	090236	
3	357	1229	090511	
3	98	1229	090719	
3	178	1229	090830	
3	46	1229	090847	
3	536	1229	091146	
3	223	1229	091331	
3	239	1229	091423	
3	440	1229	091423	
3	176	1229	091438	
3	142	1229	091506	
3	467	1229	091506	
3	134	1229	091617	
3	246	1229	091624	
3	257	1229	091905	
3	175	1229	091914	
3	452	1229	092300	
3	349	1229	092301	
3	121	1229	092340	
3	503	1229	092358	
3	161	1229	092503	
3	462	1229	092631	
3	505	1229	093322	
3	293	1229	093808	
3	150	1229	094104	
3	524	1229	094114	
3	17	1229	094203	
3	116	1229	094259	
3	53	1229	094349	
3	147	1229	094906	
3	334	1229	095116	
3	143	1229	095210	
3	411	1229	095936	
3	411	1229	095852	
3	61	1229	095927	
3	300	1229	095958	
3	273	1229	100521	
3	79	1229	101021	
3	5	1229	102641	
3	435	1229	103132	
3	51	1229	104349	
3	98	1229	105908	
3	421	1229	105909	
3	57	1229	111750	
3	524	1229	111947	
3	152	1229	112254	
3	59	1229	113031	
3	413	1229	113212	
3	493	1229	113244	
3	97	1229	113244	
3	474	1229	114135	
3	73	1229	114136	
3	324	1229	114311	
3	265	1229	114409	
3	76	1229	114955	
3	495	1229	115402	
3	309	1229	115404	
3	172	1229	115618	
3	246	1229	115803	
3	121	1229	120017	
3	149	1229	120235	
3	521	1229	120455	
3	331	1229	120534	
3	165	1229	120641	
3	147	1229	120656	
3	66	1229	120656	
3	466	1229	120914	
3	400	1229	120947	
3	187	1229	120947	
3	446	1229	121147	
3	354	1229	121809	
3	343	1229	121848	
3	144	1229	121902	
3	118	1229	121902	
3	357	1229	121953	
3	291	1229	122026	
3	258	1229	122053	
3	245	1229	122149	
3	242	1229	122149	
3	69	1229	122232	
3	36	1229	122302	
3	386	1229	122611	
3	460	1229	122847	
3	348	1229	122917	
3	146	1229	123034	
3	19	1229	123133	
3	503	1229	123245	
3	507	1229	123648	
3	223	1229	123706	
3	462	1229	123720	
3	241	1229	123833	
3	131	1229	123844	
3	22	1229	124054	
3	529	1229	124058	
3	218	1229	124624	
3	114	1229	125042	
3	142	1229	125125	
3	467	1229	125127	
3	292	1229	125203	
3	515	1229	125451	
3	281	1229	125815	
3	383	1229	125843	
3	273	1229	130238	
3	421	1229	130552	
3	98	1229	130552	
3	79	1229	130826	
3	304	1229	130943	
3	460	1229	131116	
3	425	1229	131920	
3	328	1229	131958	
3	168	1229	132112	
3	32	1229	132322	
3	415	1229	132832	
3	175	1229	132920	
3	75	1229	132920	
3	401	1229	133140	
3	122	1229	133626	
3	17	1229	133627	
3	370	1229	134143	
3	390	1229	134150	
3	452	1229	134220	
3	349	1229	134222	
3	51	1229	134224	
3	134	1229	134622	
3	286	1229	135838	
3	442	1229	140032	
3	243	1229	140241	
3	115	1229	140623	
3	477	1229	140920	
3	315	1229	140952	
3	300	1229	141355	
3	510	1229	141907	
3	49	1229	141946	
3	285	1229	142154	
3	5	1229	142233	
3	491	1229	143245	
3	178	1229	143759	
3	536	1229	143839	
3	46	1229	144057	
3	145	1229	144100	
3	176	1229	144111	
3	42	1229	144159	
3	205	1229	144159	
3	334	1229	144202	
3	235	1229	144202	
3	61	1229	144421	
3	239	1229	144422	
3	250	1229	144514	
3	503	1229	144520	
3	281	1229	144557	
3	87	1229	144558	
3	167	1229	144826	
3	208	1229	145230	
3	365	1229	145233	
3	307	1229	145413	
3	227	1229	145414	
3	181	1229	145415	
3	189	1229	145940	
3	500	1229	145941	
3	127	1229	150206	
3	369	1229	150740	
3	403	1229	152126	
3	237	1229	152446	
3	328	1229	152503	
3	509	1229	152717	
3	53	1229	153649	
3	114	1229	153924	
3	339	1229	154954	
3	408	1229	155004	
3	143	1229	155301	
3	293	1229	161131	
3	396	1229	163245	
3	161	1229	165103	
3	5	1229	165104	
3	207	1229	165140	
3	195	1229	165153	
3	150	1229	165727	
3	167	1229	170015	
3	152	1229	170749	
3	507	1229	171705	
3	435	1229	172632	
3	521	1229	172902	
3	218	1229	173344	
3	74	1229	173440	
3	461	1229	173440	
3	347	1229	174122	
3	361	1229	174122	
3	142	1229	174354	
3	37	1229	174509	
3	357	1229	174630	
3	425	1229	174630	
3	316	1229	174655	
3	44	1229	174658	
3	395	1229	174702	
3	316	1229	174714	
3	354	1229	174752	
3	491	1229	174756	
3	69	1229	175215	
3	529	1229	175241	
3	115	1229	175133	
3	114	1229	175637	
3	127	1229	175641	
3	315	1229	175654	
3	242	1229	175655	
3	328	1229	175817	
3	250	1229	175818	
3	59	1229	175822	
3	32	1229	175822	
3	477	1229	180144	
3	440	1229	180230	
3	73	1229	180235	
3	474	1229	180236	
3	285	1229	180326	
3	258	1229	180402	
3	495	1229	180537	
3	176	1229	181003	
3	46	1229	181051	
3	245	1229	181617	
3	348	1229	181618	
3	334	1229	181649	
3	149	1229	181649	
3	235	1229	181649	
3	536	1229	181727	
3	66	1229	181911	
3	121	1229	182208	
3	223	1229	182240	
3	178	1229	182333	
3	42	1229	182411	
3	205	1229	182411	
3	361	1229	182620	
3	462	1229	182627	
3	339	1229	182831	
3	446	1229	183028	
3	386	1229	183052	
3	460	1229	183146	
3	454	1229	183546	
3	320	1229	183546	
3	356	1229	183744	
3	69	1229	183744	
3	452	1229	183801	
3	349	1229	183802	
3	51	1229	183805	
3	49	1229	183928	
3	522	1229	183929	
3	87	1229	183930	
3	421	1229	184128	
3	98	1229	184129	
3	503	1229	184318	
3	261	1229	184443	
3	273	1229	184819	
3	17	1229	184951	
3	415	1229	185045	
3	239	1229	185639	
3	369	1229	185927	
3	165	1229	190212	
3	281	1229	190233	
3	138	1229	191344	
3	35	1229	191345	
3	36	1229	192150	
3	300	1229	192237	
3	208	1229	192517	
3	167	1229	193517	
3	293	1229	194239	
3	402	1229	195444	
3	328	1229	200916	
3	243	1229	203019	
3	408	1229	203019	
3	415	1229	204214	
3	142	1229	205128	
3	467	1229	205128	
3	509	1229	211528	
3	77	1229	212454	
3	161	1229	214910	
3	328	1230	070435	
3	536	1230	071402	
3	57	1230	072047	
3	79	1230	072558	
3	454	1230	073836	
3	42	1230	074012	
3	235	1230	074013	
3	291	1230	074019	
3	249	1230	074021	
3	308	1230	074021	
3	477	1230	074027	
3	343	1230	074459	
3	245	1230	074840	
3	242	1230	074841	
3	346	1230	075138	
3	523	1230	075228	
3	316	1230	075734	
3	44	1230	075735	
3	261	1230	080040	
3	268	1230	080051	
3	334	1230	080112	
3	206	1230	080135	
3	74	1230	080344	
3	176	1230	080622	
3	205	1230	080628	
3	448	1230	080653	
3	246	1230	080654	
3	49	1230	080703	
3	281	1230	080703	
3	521	1230	080704	
3	87	1230	080705	
3	503	1230	080919	
3	149	1230	081038	
3	509	1230	081142	
3	133	1230	081335	
3	258	1230	081342	
3	147	1230	081357	
3	285	1230	081622	
3	383	1230	081952	
3	75	1230	082027	
3	495	1230	082057	
3	244	1230	082327	
3	15	1230	082513	
3	228	1230	082514	
3	357	1230	082626	
3	492	1230	082637	
3	241	1230	082659	
3	365	1230	082721	
3	476	1230	082935	
3	484	1230	083009	
3	437	1230	083030	
3	195	1230	083039	
3	349	1230	083231	
3	5	1230	083244	
3	433	1230	083248	
3	267	1230	083248	
3	421	1230	083617	
3	98	1230	083618	
3	208	1230	083632	
3	317	1230	083653	
3	39	1230	083727	
3	253	1230	083728	
3	369	1230	083806	
3	491	1230	083939	
3	354	1230	083939	
3	528	1230	084039	
3	415	1230	084230	
3	121	1230	084254	
3	413	1230	084437	
3	304	1230	084445	
3	331	1230	084516	
3	137	1230	084553	
3	120	1230	084622	
3	500	1230	084652	
3	507	1230	084908	
3	61	1230	085043	
3	36	1230	085204	
3	250	1230	085336	
3	223	1230	085748	
3	116	1230	085749	
3	292	1230	085749	
3	306	1230	090015	
3	155	1230	090024	
3	46	1230	090025	
3	460	1230	090054	
3	400	1230	090150	
3	175	1230	090318	
3	76	1230	090643	
3	177	1230	090737	
3	348	1230	090739	
3	178	1230	090749	
3	462	1230	090900	
3	300	1230	091027	
3	320	1230	091326	
3	189	1230	091914	
3	243	1230	092125	
3	408	1230	092125	
3	118	1230	092431	
3	371	1230	093218	
3	505	1230	093219	
3	274	1230	093429	
3	187	1230	093557	
3	108	1230	093706	
3	467	1230	094111	
3	142	1230	094111	
3	243	1230	094928	
3	408	1230	094928	
3	147	1230	103201	
3	51	1230	103959	
3	42	1230	104717	
3	118	1230	110254	
3	41	1230	111412	
3	386	1230	112828	
3	92	1230	112853	
3	535	1230	112854	
3	478	1230	113246	
3	401	1230	113318	
3	142	1230	113815	
3	467	1230	113816	
3	291	1230	114005	
3	143	1230	114431	
3	438	1230	114726	
3	246	1230	115225	
3	524	1230	115416	
3	273	1230	115417	
3	354	1230	115531	
3	403	1230	115622	
3	76	1230	115759	
3	484	1230	115923	
3	59	1230	120119	
3	522	1230	120130	
3	507	1230	120343	
3	437	1230	120818	
3	495	1230	120847	
3	424	1230	120857	
3	50	1230	120857	
3	321	1230	120858	
3	15	1230	121151	
3	228	1230	121152	
3	433	1230	121313	
3	317	1230	121314	
3	267	1230	121315	
3	428	1230	121337	
3	505	1230	121423	
3	258	1230	121423	
3	145	1230	121640	
3	421	1230	121715	
3	98	1230	121716	
3	146	1230	121902	
3	86	1230	121903	
3	492	1230	122107	
3	121	1230	122424	
3	343	1230	122538	
3	189	1230	122605	
3	32	1230	123110	
3	114	1230	123135	
3	19	1230	123438	
3	75	1230	123717	
3	57	1230	123719	
3	297	1230	123730	
3	356	1230	123954	
3	384	1230	124004	
3	136	1230	124004	
3	361	1230	124231	
3	347	1230	124231	
3	435	1230	124445	
3	425	1230	125110	
3	208	1230	125239	
3	69	1230	125315	
3	371	1230	125833	
3	49	1230	125922	
3	87	1230	125923	
3	281	1230	125927	
3	529	1230	130108	
3	116	1230	130504	
3	328	1230	130916	
3	206	1230	131629	
3	396	1230	132225	
3	253	1230	132538	
3	167	1230	132540	
3	460	1230	133300	
3	175	1230	133812	
3	36	1230	133812	
3	300	1230	133951	
3	149	1230	134706	
3	415	1230	134707	
3	500	1230	135239	
3	286	1230	135240	
3	293	1230	135418	
3	449	1230	135444	
3	515	1230	135543	
3	369	1230	135548	
3	285	1230	135805	
3	113	1230	135914	
3	361	1230	135924	
3	137	1230	135944	
3	140	1230	140002	
3	135	1230	140028	
3	268	1230	140028	
3	261	1230	140659	
3	250	1230	140741	
3	320	1230	141256	
3	244	1230	141717	
3	223	1230	141737	
3	245	1230	141743	
3	242	1230	141744	
3	476	1230	142003	
3	495	1230	142328	
3	536	1230	142409	
3	147	1230	142504	
3	413	1230	142737	
3	142	1230	143110	
3	467	1230	143110	
3	243	1230	143123	
3	477	1230	143142	
3	5	1230	143236	
3	440	1230	143407	
3	239	1230	143407	
3	491	1230	143830	
3	446	1230	143942	
3	365	1230	144005	
3	334	1230	144051	
3	205	1230	144051	
3	235	1230	144051	
3	270	1230	144213	
3	79	1230	144435	
3	279	1230	144935	
3	120	1230	144936	
3	42	1230	145333	
3	14	1230	145525	
3	88	1230	145640	
3	528	1230	145659	
3	348	1230	150105	
3	133	1230	150112	
3	127	1230	150144	
3	133	1230	150300	
3	416	1230	150400	
3	51	1230	151419	
3	349	1230	151419	
3	39	1230	151421	
3	176	1230	151538	
3	484	1230	151707	
3	454	1230	152307	
3	61	1230	152553	
3	304	1230	153026	
3	53	1230	153143	
3	481	1230	153615	
3	150	1230	153707	
3	42	1230	154147	
3	462	1230	154638	
3	439	1230	155107	
3	279	1230	155158	
3	319	1230	155523	
3	521	1230	160554	
3	104	1230	161629	
3	57	1230	164226	
3	239	1230	170023	
3	342	1230	170718	
3	195	1230	171146	
3	510	1230	171718	
3	46	1230	172842	
3	165	1230	173951	
3	292	1230	174243	
3	273	1230	174639	
3	59	1230	174801	
3	32	1230	174801	
3	449	1230	174823	
3	425	1230	174907	
3	285	1230	174931	
3	242	1230	174932	
3	115	1230	174947	
3	371	1230	175150	
3	505	1230	175151	
3	495	1230	175211	
3	507	1230	175217	
3	415	1230	175249	
3	365	1230	175338	
3	37	1230	175416	
3	521	1230	175709	
3	515	1230	175753	
3	223	1230	175825	
3	120	1230	175826	
3	328	1230	180003	
3	357	1230	180317	
3	41	1230	180604	
3	250	1230	180840	
3	348	1230	181134	
3	523	1230	181135	
3	245	1230	181136	
3	428	1230	181144	
3	462	1230	181145	
3	114	1230	181213	
3	208	1230	181300	
3	121	1230	181301	
3	244	1230	181537	
3	176	1230	181551	
3	395	1230	181812	
3	522	1230	181831	
3	446	1230	181854	
3	421	1230	181939	
3	98	1230	181939	
3	334	1230	182120	
3	235	1230	182121	
3	121	1230	182342	
3	208	1230	182342	
3	137	1230	182903	
3	481	1230	183204	
3	413	1230	183400	
3	205	1230	183400	
3	386	1230	183401	
3	258	1230	183425	
3	168	1230	183519	
3	451	1230	183806	
3	273	1230	183827	
3	147	1230	183859	
3	342	1230	184007	
3	261	1230	184008	
3	149	1230	184408	
3	17	1230	184605	
3	477	1230	184619	
3	87	1230	184724	
3	49	1230	184727	
3	86	1230	184918	
3	297	1230	184919	
3	492	1230	184945	
3	536	1230	184949	
3	239	1230	185056	
3	440	1230	185057	
3	79	1230	185148	
3	127	1230	185611	
3	528	1230	185816	
3	206	1230	185820	
3	268	1230	185844	
3	406	1230	185847	
3	142	1230	185948	
3	467	1230	185951	
3	172	1230	185952	
3	36	1230	190044	
3	520	1230	191143	
3	177	1230	191144	
3	485	1230	191309	
3	61	1230	191803	
3	356	1230	192007	
3	401	1230	192426	
3	108	1230	192459	
3	320	1230	192504	
3	511	1230	192617	
3	300	1230	192619	
3	347	1230	192822	
3	315	1230	192822	
3	175	1230	193032	
3	53	1230	193041	
3	293	1230	194500	
3	339	1230	194954	
3	450	1230	195325	
3	348	1230	195415	
3	435	1230	195848	
3	502	1230	200010	
3	349	1230	200116	
3	118	1230	200730	
3	144	1230	200733	
3	281	1230	204105	
3	243	1230	204442	
3	408	1230	204443	
3	146	1230	212939	
3	328	1231	071616	
3	250	1231	072834	
3	477	1231	073548	
3	235	1231	073652	
3	342	1231	073654	
3	343	1231	073724	
3	42	1231	073904	
3	205	1231	073904	
3	245	1231	075034	
3	242	1231	075035	
3	291	1231	075331	
3	346	1231	075742	
3	26	1231	075815	
3	49	1231	075841	
3	66	1231	080027	
3	316	1231	080028	
3	44	1231	080028	
3	87	1231	080243	
3	334	1231	080410	
3	137	1231	080453	
3	471	1231	080851	
3	218	1231	080853	
3	268	1231	081003	
3	503	1231	081352	
3	354	1231	081516	
3	36	1231	081522	
3	281	1231	081624	
3	243	1231	081651	
3	178	1231	081907	
3	413	1231	081923	
3	5	1231	081927	
3	5	1231	082109	
3	149	1231	082115	
3	533	1231	082210	
3	415	1231	082342	
3	17	1231	082508	
3	264	1231	082649	
3	244	1231	082944	
3	147	1231	082948	
3	357	1231	083025	
3	138	1231	083109	
3	59	1231	083405	
3	474	1231	083407	
3	307	1231	083407	
3	75	1231	083843	
3	57	1231	083844	
3	191	1231	083846	
3	297	1231	083916	
3	492	1231	084006	
3	159	1231	084215	
3	164	1231	084228	
3	446	1231	084444	
3	500	1231	084627	
3	495	1231	084654	
3	176	1231	084736	
3	460	1231	084919	
3	277	1231	084930	
3	195	1231	085215	
3	349	1231	085226	
3	317	1231	085459	
3	348	1231	085459	
3	401	1231	085718	
3	116	1231	085825	
3	292	1231	085825	
3	5	1231	085936	
3	145	1231	090102	
3	408	1231	090213	
3	223	1231	090251	
3	286	1231	090302	
3	246	1231	090308	
3	108	1231	090321	
3	462	1231	091323	
3	467	1231	091324	
3	142	1231	091324	
3	433	1231	091341	
3	267	1231	091341	
3	442	1231	091413	
3	309	1231	091701	
3	497	1231	091800	
3	524	1231	091804	
3	273	1231	091808	
3	396	1231	092122	
3	362	1231	092740	
3	536	1231	092913	
3	491	1231	093132	
3	208	1231	093134	
3	144	1231	093321	
3	76	1231	093324	
3	118	1231	093324	
3	143	1231	093436	
3	521	1231	093930	
3	466	1231	094020	
3	121	1231	094110	
3	189	1231	101636	
3	369	1231	102000	
3	331	1231	102856	
3	523	1231	102927	
3	493	1231	103550	
3	35	1231	104548	
3	97	1231	110358	
3	285	1231	110538	
3	401	1231	111039	
3	507	1231	114702	
3	285	1231	114848	
3	317	1231	114938	
3	291	1231	115606	
3	66	1231	120014	
3	44	1231	120014	
3	449	1231	120413	
3	357	1231	120706	
3	218	1231	120801	
3	471	1231	120801	
3	349	1231	121324	
3	521	1231	121610	
3	474	1231	121813	
3	307	1231	121813	
3	245	1231	122148	
3	348	1231	122149	
3	369	1231	122745	
3	250	1231	123202	
3	17	1231	123250	
3	19	1231	123308	
3	413	1231	123459	
3	413	1231	123522	
3	510	1231	123629	
3	187	1231	123706	
3	442	1231	124156	
3	503	1231	124223	
3	357	1231	124727	
3	452	1231	124821	
3	492	1231	125633	
3	123	1231	131830	
3	177	1231	131831	
3	520	1231	131831	
3	267	1231	132211	
3	433	1231	132212	
