学期	学号	书号	日期
1	146	2607915	0117	
1	146	2676073	0117	
1	266	1345707	0117	
1	266	2672889	0117	
1	266	1416779	0117	
1	76	1068633	0117	
1	76	2672890	0117	
1	207	2577470	0117	
1	207	2957071	0117	
1	207	2630143	0117	
1	193	1355692	0118	
1	328	1445722	0118	
1	328	1297504	0118	
1	193	2567940	0118	
1	14	2811666	0118	
1	397	2705535	0118	
1	14	1306063	0118	
1	14	1480644	0118	
1	397	2745131	0118	
1	215	2863998	0118	
1	215	2780310	0118	
1	467	2582432	0118	
1	467	2692101	0118	
1	503	2836733	0118	
1	503	1379245	0118	
1	340	1094694	0118	
1	340	2669524	0118	
1	340	2667471	0118	
1	340	2222040	0118	
1	340	2581841	0118	
1	340	1136949	0118	
1	340	1108000	0118	
1	357	2682594	0118	
1	207	2771795	0118	
1	207	1335853	0118	
1	357	2724414	0118	
1	357	2724419	0118	
1	94	2950431	0118	
1	94	2769402	0118	
1	94	1266092	0118	
1	94	2860552	0118	
1	94	1485455	0118	
1	94	2669945	0118	
1	94	2766290	0118	
1	94	2854554	0118	
1	94	2779350	0118	
1	245	2738279	0118	
1	245	2758217	0118	
1	131	2884540	0118	
1	131	1029633	0118	
1	504	1395903	0118	
1	290	1549641	0118	
1	521	2885582	0118	
1	117	2736997	0118	
1	117	1321447	0118	
1	331	2797080	0118	
1	358	2693163	0118	
1	358	2861693	0118	
1	390	2720179	0118	
1	390	2668045	0118	
1	68	1084273	0118	
1	68	2777232	0118	
1	68	2960857	0118	
1	68	1500396	0118	
1	68	1328447	0118	
1	279	1038265	0118	
1	279	2861784	0118	
1	279	1262585	0118	
1	279	1196397	0118	
1	279	1388549	0118	
1	279	1288317	0118	
1	279	1289403	0118	
1	279	1309491	0118	
1	279	1403593	0118	
1	68	2660642	0118	
1	294	2916004	0118	
1	294	2916199	0118	
1	294	2597182	0118	
1	69	2842647	0118	
1	69	2766531	0118	
1	69	1352760	0118	
1	245	1196483	0118	
1	245	1518917	0118	
1	245	2570826	0118	
1	245	2759342	0118	
1	279	2801113	0118	
1	279	1272234	0118	
1	279	2710763	0118	
1	249	2720917	0118	
1	37	1443443	0118	
1	37	2877147	0118	
1	37	1310948	0118	
1	238	2750709	0118	
1	238	2750728	0118	
1	238	2214788	0118	
1	502	1270528	0118	
1	502	1406477	0118	
1	502	1021715	0118	
1	383	2947183	0119	
1	51	2849717	0119	
1	51	2753330	0119	
1	132	1297339	0119	
1	132	1359958	0119	
1	132	1297348	0119	
1	132	1325055	0119	
1	255	2936691	0119	
1	308	1239591	0119	
1	51	1315902	0119	
1	51	2749871	0119	
1	51	1404498	0119	
1	51	1075248	0119	
1	51	2945193	0119	
1	51	2871510	0119	
1	51	1137331	0119	
1	187	1190939	0119	
1	187	1469337	0119	
1	526	2588205	0119	
1	87	1088224	0119	
1	281	2820899	0119	
1	281	1110041	0119	
1	281	1415076	0119	
1	281	2664024	0119	
1	281	1287780	0119	
1	281	2684470	0119	
1	281	1338604	0119	
1	396	2851512	0119	
1	396	2869088	0119	
1	396	2930526	0119	
1	242	1570078	0119	
1	242	2791453	0119	
1	245	2585633	0119	
1	245	1387737	0119	
1	17	1158981	0119	
1	17	1152775	0119	
1	17	2624263	0119	
1	17	2830674	0119	
1	17	1490288	0119	
1	508	2624105	0119	
1	508	2914916	0119	
1	389	1529622	0119	
1	147	1191582	0119	
1	147	2794914	0119	
1	147	2847270	0119	
1	147	2852571	0119	
1	250	1269918	0119	
1	250	1473032	0119	
1	145	2648563	0119	
1	145	2931713	0119	
1	145	2797720	0119	
1	361	2610818	0120	
1	361	2773341	0120	
1	361	2890302	0120	
1	145	2939363	0120	
1	59	1106917	0120	
1	59	1020413	0120	
1	225	1403288	0120	
1	91	1121284	0120	
1	91	1104068	0120	
1	91	2913842	0120	
1	416	2230289	0121	
1	416	2849769	0121	
1	222	1551216	0121	
1	433	2807862	0121	
1	317	2716448	0121	
1	317	1036039	0121	
1	433	2660611	0121	
1	433	2947528	0121	
1	433	2951089	0121	
1	433	1482516	0121	
1	189	1032095	0121	
1	326	2942939	0121	
1	326	2822015	0121	
1	326	2577520	0121	
1	189	1320012	0121	
1	145	1371087	0121	
3	314	2226928	1018	
3	314	1025674	1018	
3	314	3001342	1018	
3	314	2592210	1018	
3	401	2745871	1018	
3	481	2919061	1018	
3	481	3000192	1018	
3	314	2586049	1018	
3	178	2916225	0901	
3	10	1336276	0901	
3	178	2633855	0901	
3	178	2791959	0901	
3	349	1321040	0901	
3	127	2649760	0901	
3	127	1031195	0901	
3	127	2696205	0901	
3	127	1397366	0901	
3	481	3000192	0901	
3	222	1390029	0901	
3	222	2835214	0901	
3	481	3000192	0901	
3	505	2562828	0901	
3	505	2906802	0901	
3	481	3000192	0901	
3	481	2919061	0901	
3	383	2698479	0901	
3	383	2964562	0901	
3	357	2758592	0901	
3	357	2941630	0901	
3	466	1060232	0901	
3	357	2900649	0901	
3	516	2843957	0901	
3	190	3015604	0901	
3	190	2940699	0901	
3	479	1100834	0901	
3	446	2635085	0901	
3	357	2601855	0901	
3	357	1475723	0901	
3	357	1127226	0901	
3	246	1494446	0901	
3	433	2992617	0901	
3	433	2902911	0901	
3	149	2585998	0901	
3	358	1549087	0901	
3	358	1435184	0901	
3	358	1549086	0901	
3	242	2750765	0901	
3	242	1413494	0901	
3	385	2580624	0901	
3	254	2956294	0901	
3	153	2612158	0901	
3	153	2790629	0901	
3	443	1421280	0901	
3	1	1037923	0901	
3	1	2793634	0901	
3	74	1139401	0901	
3	74	3011959	0901	
3	384	2949015	0901	
3	144	2916056	0901	
3	144	1340138	0901	
3	301	2856985	0901	
3	301	1486989	0901	
3	301	2710387	0901	
3	301	2611154	0901	
3	301	2795700	0901	
3	169	1546857	0901	
3	169	1435169	0901	
3	169	1296021	0901	
3	169	2990404	0901	
3	61	2833292	0901	
3	25	2843698	0901	
3	25	1008603	0901	
3	25	1008603	0901	
3	25	1008603	0901	
3	317	2861798	0901	
3	250	1513911	0901	
3	266	1288133	0901	
3	266	2707007	0901	
3	401	2807823	0901	
3	401	2745871	0901	
3	57	2642545	0901	
3	495	2717765	0902	
3	187	2862821	0902	
3	513	2811490	0902	
3	187	2835033	0902	
3	477	2947748	0902	
3	288	1202107	0902	
3	288	2789260	0902	
3	288	2856819	0902	
3	288	2807223	0902	
3	341	2663122	0902	
3	341	2706537	0902	
3	341	2955094	0902	
3	341	2854891	0902	
3	341	1084705	0902	
3	341	2687802	0902	
3	319	2676241	0902	
3	319	2690423	0902	
3	341	2975541	0902	
3	341	1570644	0902	
3	341	1170804	0902	
3	341	2879665	0902	
3	341	1568149	0902	
3	341	2699053	0902	
3	432	2590480	0902	
3	150	1008604	0902	
3	150	1008604	0902	
3	150	1008604	0902	
3	150	2564885	0902	
3	150	1406019	0902	
3	150	2986115	0902	
3	267	2985416	0902	
3	267	2831539	0902	
3	291	2928186	0902	
3	234	1042461	0902	
3	234	2766283	0902	
3	245	1362380	0902	
3	245	2442422	0902	
3	245	2442419	0902	
3	462	1475179	0902	
3	482	1060126	0902	
3	482	1484163	0902	
3	303	2568629	0902	
3	406	2914041	0902	
3	455	2936853	0902	
3	455	3013936	0902	
3	303	1327680	0902	
3	303	2566564	0902	
3	303	2594871	0902	
3	303	2670175	0902	
3	303	2785141	0902	
3	303	2788459	0902	
3	349	1316058	0902	
3	349	2898207	0902	
3	349	2965756	0902	
3	349	2565172	0902	
3	349	1289648	0902	
3	246	1475718	0902	
3	246	1068859	0902	
3	206	2975213	0902	
3	149	1470681	0902	
3	258	2763370	0902	
3	258	2801732	0902	
3	258	2892243	0902	
3	234	1151736	0902	
3	297	1147122	0902	
3	297	1292917	0902	
3	297	2805972	0902	
3	297	1543478	0902	
3	297	2610274	0902	
3	86	2920196	0902	
3	86	2724063	0902	
3	206	2609519	0902	
3	206	2609525	0902	
3	206	2844632	0902	
3	206	1245238	0902	
3	206	1245229	0902	
3	206	1391241	0902	
3	497	2710813	0902	
3	146	1473195	0902	
3	146	2750775	0902	
3	508	1378016	0902	
3	508	1529579	0902	
3	402	2761360	0902	
3	402	2442421	0902	
3	462	2796188	0902	
3	372	1450353	0902	
3	478	1131530	0902	
3	478	2970010	0902	
3	185	1269958	0902	
3	185	1148233	0902	
3	478	1428325	0902	
3	482	1137160	0902	
3	482	1358766	0902	
3	482	1543480	0902	
3	106	1290239	0902	
3	106	2792307	0902	
3	214	2634923	0902	
3	214	1233622	0902	
3	346	1467357	0902	
3	346	1154125	0902	
3	153	1216358	0902	
3	153	1340064	0902	
3	153	2735548	0902	
3	153	1229815	0902	
3	412	2626157	0902	
3	412	2982876	0902	
3	412	2622752	0902	
3	412	2594830	0902	
3	214	1567680	0902	
3	505	2702234	0902	
3	505	2600176	0902	
3	77	2944561	0902	
3	77	1308211	0902	
3	361	1353098	0902	
3	361	2038335	0902	
3	361	1496660	0902	
3	361	1127229	0902	
3	361	1112471	0902	
3	361	1171888	0902	
3	355	2986300	0902	
3	446	2705805	0902	
3	446	2626457	0902	
3	492	1283815	0902	
3	492	1044792	0902	
3	1	2650183	0902	
3	1	1091100	0902	
3	334	1079909	0903	
3	261	2698139	0903	
3	89	2586028	0903	
3	129	1109126	0903	
3	129	2648714	0903	
3	129	1395305	0903	
3	129	2975247	0903	
3	131	1110890	0903	
3	149	2586008	0903	
3	342	2922207	0903	
3	342	2977641	0903	
3	342	2644081	0903	
3	164	1134512	0903	
3	37	1373634	0903	
3	532	2783751	0903	
3	37	2717079	0903	
3	446	2925575	0903	
3	446	1082501	0903	
3	190	1078805	0903	
3	49	2930702	0903	
3	49	1008602	0903	
3	49	1008602	0903	
3	49	1008602	0903	
3	49	2599162	0903	
3	49	2682553	0903	
3	301	2470847	0903	
3	301	2695913	0903	
3	301	1487609	0903	
3	164	2867819	0903	
3	413	1375411	0903	
3	413	1348543	0903	
3	413	2608601	0903	
3	164	2442425	0903	
3	213	1157293	0903	
3	213	1189968	0903	
3	213	1378633	0903	
3	116	2708588	0903	
3	356	2585992	0903	
3	116	2921534	0903	
3	246	1022265	0903	
3	484	1114024	0903	
3	484	1276056	0903	
3	484	2897232	0903	
3	505	1392506	0903	
3	505	2651417	0903	
3	57	1302789	0903	
3	57	2805128	0903	
3	57	1285550	0903	
3	57	1348542	0903	
3	57	1408278	0903	
3	321	2765010	0903	
3	321	1289624	0903	
3	321	2632179	0903	
3	50	2877123	0903	
3	50	2848758	0903	
3	324	2643952	0903	
3	208	1057704	0903	
3	208	1220840	0903	
3	208	2851687	0903	
3	208	2594869	0903	
3	483	2851686	0903	
3	483	2926343	0903	
3	483	2765992	0903	
3	292	1266001	0903	
3	324	2724889	0903	
3	385	1392507	0903	
3	385	2651418	0903	
3	459	3018741	0903	
3	204	1418516	0903	
3	204	1506217	0903	
3	204	1496694	0903	
3	478	1490426	0903	
3	478	2197489	0903	
3	364	1330881	0903	
3	364	1190711	0903	
3	364	2784519	0903	
3	345	1371743	0903	
3	345	1291014	0903	
3	345	2838107	0903	
3	196	2448623	0903	
3	249	2906762	0903	
3	249	2834670	0903	
3	61	1131079	0903	
3	125	1002181	0903	
3	125	1002181	0903	
3	125	1002181	0903	
3	125	1022941	0903	
3	125	1054684	0903	
3	125	2933404	0903	
3	125	2802374	0903	
3	255	2702395	0904	
3	255	1385647	0904	
3	255	2845157	0904	
3	255	1371079	0904	
3	255	2701808	0904	
3	432	1081845	0904	
3	164	1273899	0904	
3	31	2678461	0904	
3	342	2657593	0904	
3	342	2624590	0904	
3	102	2835592	0904	
3	102	1405132	0904	
3	102	1329992	0904	
3	102	2894828	0904	
3	102	2983744	0904	
3	69	1496789	0904	
3	212	2883856	0904	
3	212	2824373	0904	
3	212	1243761	0904	
3	212	2698481	0904	
3	485	2227097	0904	
3	482	2678200	0904	
3	482	1318152	0904	
3	250	2827327	0904	
3	250	1161897	0904	
3	272	2818764	0904	
3	97	1429678	0904	
3	216	2695225	0904	
3	175	2996497	0904	
3	273	2575311	0904	
3	273	2575314	0904	
3	121	1271369	0905	
3	69	2586048	0905	
3	89	2586009	0905	
3	31	3023656	0905	
3	31	2628269	0905	
3	31	2837410	0905	
3	31	2800904	0905	
3	31	2912722	0905	
3	532	1469606	0905	
3	532	1150601	0905	
3	532	1495698	0905	
3	532	2893880	0905	
3	432	1466990	0905	
3	432	2767695	0905	
3	190	1287756	0905	
3	105	3000160	0905	
3	105	2662568	0905	
3	105	2660462	0905	
3	105	2803096	0905	
3	400	1508366	0905	
3	400	3017346	0905	
3	400	2701208	0905	
3	432	1343506	0905	
3	164	1341018	0905	
3	424	2035851	0905	
3	254	2649259	0905	
3	254	2875704	0905	
3	215	2957640	0905	
3	215	3018795	0905	
3	215	2962082	0905	
3	342	1293065	0905	
3	342	1459143	0905	
3	342	1459156	0905	
3	342	1291961	0905	
3	524	2735638	0905	
3	524	1081295	0905	
3	101	1244371	0905	
3	101	2642495	0905	
3	69	2586048	0905	
3	369	2734176	0905	
3	369	2752093	0905	
3	369	2982772	0905	
3	369	1263449	0905	
3	369	2749664	0905	
3	11	2968897	0905	
3	77	2795698	0905	
3	11	2627448	0905	
3	161	1181997	0905	
3	161	2588305	0905	
3	161	1293233	0905	
3	279	2238288	0905	
3	272	2907809	0905	
3	355	2843784	0905	
3	235	2623923	0905	
3	235	1261550	0905	
3	235	1193393	0905	
3	8	1556777	0905	
3	8	2974957	0905	
3	8	2686632	0905	
3	8	1556766	0905	
3	8	2974980	0905	
3	218	2732247	0905	
3	218	1251592	0905	
3	249	2836451	0905	
3	249	1165419	0905	
3	249	2751355	0905	
3	249	1275420	0905	
3	319	2597444	0905	
3	249	3001850	0905	
3	319	2873032	0905	
3	319	1533719	0905	
3	293	2998008	0905	
3	293	2998005	0905	
3	354	3020786	0905	
3	354	3020792	0905	
3	354	3020788	0905	
3	354	3021428	0905	
3	354	2982081	0905	
3	334	1269929	0905	
3	492	1273024	0905	
3	76	2752612	0906	
3	254	2586012	0906	
3	300	2629202	0906	
3	509	2586046	0906	
3	525	2814320	0906	
3	245	1343094	0906	
3	79	2686611	0906	
3	79	1572667	0906	
3	300	1178035	0906	
3	84	2589257	0906	
3	291	2931687	0906	
3	291	3006649	0906	
3	291	2987413	0906	
3	291	1177744	0906	
3	245	1570346	0906	
3	219	2661470	0906	
3	219	2707954	0906	
3	219	2948619	0906	
3	465	2958899	0906	
3	465	1291403	0906	
3	467	3020945	0906	
3	256	2969289	0906	
3	354	1269194	0906	
3	256	2834371	0906	
3	256	2958073	0906	
3	292	1284645	0906	
3	292	1341021	0906	
3	328	1427856	0906	
3	328	2925901	0906	
3	328	1321649	0906	
3	328	2831112	0906	
3	273	1217058	0906	
3	273	2691588	0906	
3	273	1157493	0906	
3	273	1439421	0906	
3	494	1079698	0906	
3	494	1131580	0906	
3	466	1571634	0906	
3	227	2742076	0906	
3	227	2858871	0906	
3	149	1088668	0906	
3	149	2889868	0906	
3	90	2765834	0906	
3	453	1142442	0906	
3	293	2593111	0906	
3	130	3022356	0906	
3	130	3024954	0906	
3	130	3025722	0906	
3	130	3026619	0906	
3	87	2568629	0907	
3	247	2826927	0907	
3	500	2898588	0907	
3	500	2917514	0907	
3	274	1090260	0907	
3	274	2932326	0907	
3	319	2875050	0907	
3	26	2719177	0907	
3	334	1538319	0907	
3	214	1302945	0907	
3	533	2850247	0907	
3	533	1191939	0907	
3	44	2646545	0907	
3	44	1495566	0907	
3	44	2932139	0907	
3	354	3017551	0907	
3	355	2872886	0907	
3	491	1137731	0907	
3	491	2770100	0907	
3	8	2844514	0907	
3	8	1192005	0907	
3	8	1559518	0907	
3	430	3022514	0907	
3	273	2791565	0907	
3	273	1159695	0907	
3	273	2964178	0907	
3	430	2657594	0907	
3	212	2882505	0907	
3	212	1512847	0907	
3	505	2872690	0907	
3	505	2609070	0907	
3	118	2743223	0907	
3	118	2918969	0907	
3	235	2949846	0908	
3	166	2732767	0908	
3	413	2683035	0908	
3	413	1504600	0908	
3	525	2814317	0908	
3	292	2814320	0908	
3	84	1522962	0908	
3	87	2703096	0908	
3	17	1511725	0908	
3	142	2860018	0908	
3	241	1411683	0908	
3	241	2688753	0908	
3	241	2741896	0908	
3	87	1978621	0908	
3	524	1312775	0908	
3	273	2718517	0908	
3	144	2236034	0908	
3	144	1193260	0908	
3	118	1447891	0908	
3	411	2218441	0908	
3	411	1506802	0908	
3	411	1210279	0908	
3	116	1346032	0908	
3	116	2632286	0908	
3	411	1150973	0908	
3	411	1119321	0908	
3	116	1015325	0908	
3	116	1015325	0908	
3	433	2965218	0908	
3	344	3002626	0908	
3	313	2802883	0908	
3	313	2944771	0908	
3	42	2908290	0908	
3	42	1197399	0908	
3	435	1121811	0908	
3	1	1159479	0908	
3	1	1108176	0908	
3	70	1241181	0908	
3	264	1315727	0908	
3	264	2603220	0908	
3	264	2698566	0908	
3	139	1320905	0908	
3	264	1302849	0908	
3	264	1003037	0908	
3	264	1003037	0908	
3	264	1003037	0908	
3	264	1003034	0908	
3	264	1003034	0908	
3	264	1003034	0908	
3	146	2798688	0908	
3	292	1328264	0908	
3	292	2860741	0908	
3	528	2888046	0908	
3	371	2808638	0908	
3	505	2657813	0908	
3	505	1290778	0908	
3	505	2844621	0908	
3	415	1251953	0908	
3	415	2711678	0908	
3	415	1024937	0908	
3	415	2723350	0908	
3	415	1552159	0908	
3	415	3006770	0908	
3	17	1463186	0908	
3	168	2741243	0909	
3	168	2741115	0909	
3	168	1280427	0909	
3	168	2741112	0909	
3	396	1450720	0909	
3	422	1450720	0909	
3	372	2665724	0909	
3	372	1514028	0909	
3	345	1470021	0909	
3	364	3024224	0909	
3	17	1024765	0909	
3	473	1108734	0909	
3	266	2583746	0909	
3	84	1086444	0909	
3	386	2668986	0909	
3	361	2908517	0909	
3	361	1096344	0909	
3	214	1148232	0909	
3	31	2801145	0910	
3	31	1541583	0910	
3	31	2768161	0910	
3	31	1541391	0910	
3	34	2880201	0910	
3	69	2586014	0910	
3	356	2586009	0910	
3	245	1189682	0910	
3	318	1348341	0910	
3	57	1381340	0910	
3	197	1246268	0910	
3	197	2626086	0910	
3	58	2626088	0910	
3	58	1401491	0910	
3	245	1417150	0910	
3	245	1059010	0910	
3	291	2930701	0910	
3	291	1055327	0910	
3	432	2577462	0910	
3	432	2792987	0910	
3	432	1150852	0910	
3	432	1160795	0910	
3	432	1389836	0910	
3	77	2908244	0910	
3	74	1323420	0910	
3	74	1458053	0910	
3	74	1175453	0910	
3	466	2957298	0910	
3	74	2900225	0910	
3	74	3013489	0910	
3	74	3027189	0910	
3	339	1485742	0910	
3	275	2594176	0910	
3	275	2668342	0910	
3	275	2795698	0910	
3	118	2988833	0910	
3	118	2769400	0910	
3	41	1185272	0910	
3	508	2563373	0910	
3	508	1198042	0910	
3	24	2767039	0911	
3	24	2983906	0911	
3	24	2827590	0911	
3	41	1169625	0911	
3	41	1462819	0911	
3	447	1380720	0911	
3	256	2912304	0911	
3	256	2878980	0911	
3	423	1174994	0911	
3	435	2791179	0911	
3	229	2933709	0911	
3	229	2858073	0911	
3	422	2611146	0911	
3	422	2837198	0911	
3	422	1086854	0911	
3	73	2669191	0912	
3	73	2814296	0912	
3	149	2586015	0912	
3	361	2842691	0912	
3	69	2586023	0912	
3	69	1532895	0912	
3	328	3027842	0912	
3	328	2809034	0912	
3	84	1489105	0912	
3	249	2667338	0912	
3	249	2807748	0912	
3	249	1299571	0912	
3	249	2636206	0912	
3	292	2744456	0912	
3	207	2820450	0912	
3	207	2705307	0912	
3	166	2834917	0912	
3	166	2874170	0912	
3	166	3002644	0912	
3	440	3028076	0912	
3	440	3027928	0912	
3	440	3026731	0912	
3	440	3029052	0912	
3	440	3026610	0912	
3	159	1228473	0912	
3	291	3022959	0912	
3	9	1315448	0912	
3	9	1391677	0912	
3	9	2748834	0912	
3	89	2762747	0912	
3	89	1291013	0912	
3	89	1289554	0912	
3	89	1414236	0912	
3	89	2856436	0912	
3	303	2626246	0913	
3	204	1225489	0913	
3	266	1068862	0913	
3	266	2583263	0913	
3	88	2590992	0913	
3	88	1498424	0913	
3	88	2964980	0913	
3	88	1190189	0913	
3	88	1378301	0913	
3	5	2867746	0913	
3	355	2566300	0913	
3	137	1551298	0913	
3	137	1286795	0913	
3	437	2585993	0914	
3	306	2585985	0914	
3	69	2586023	0914	
3	149	2586012	0914	
3	159	1110683	0914	
3	159	2715211	0914	
3	118	2675453	0914	
3	118	2918969	0914	
3	306	2963145	0914	
3	10	3027720	0914	
3	10	3027716	0914	
3	405	2747799	0914	
3	361	3025313	0914	
3	46	2585995	0915	
3	437	2586001	0915	
3	306	2586026	0915	
3	306	2817132	0915	
3	306	2982538	0915	
3	405	2742597	0915	
3	356	2586025	0915	
3	180	2977899	0915	
3	343	2684216	0915	
3	343	2916972	0915	
3	490	1249705	0915	
3	490	2931752	0915	
3	249	1498096	0915	
3	127	2784819	0915	
3	127	2796416	0915	
3	516	1468036	0915	
3	516	2811871	0915	
3	516	1056513	0915	
3	385	3024969	0915	
3	460	3028012	0915	
3	377	2776571	0915	
3	377	2834576	0915	
3	405	2677562	0915	
3	405	2582399	0915	
3	405	1327277	0915	
3	405	2682032	0915	
3	77	2795314	0916	
3	77	1387560	0916	
3	94	2662420	0916	
3	94	2706508	0916	
3	94	2804106	0916	
3	94	2864643	0916	
3	348	2920335	0916	
3	348	3004196	0916	
3	348	3007391	0916	
3	348	2992164	0916	
3	388	1270905	0916	
3	388	1100230	0916	
3	53	1390867	0916	
3	228	2804495	0916	
3	355	2697362	0916	
3	412	1481314	0916	
3	412	2719751	0916	
3	477	3010473	0916	
3	477	2983619	0916	
3	477	2220331	0916	
3	272	1533717	0916	
3	272	2749656	0916	
3	272	1295508	0916	
3	477	1387631	0916	
3	195	1269093	0916	
3	291	1125543	0917	
3	498	1259070	0917	
3	87	2586009	0917	
3	49	2586016	0917	
3	87	1119335	0917	
3	87	2235214	0917	
3	468	1551610	0918	
3	468	2583265	0918	
3	87	2019504	0918	
3	87	2115221	0918	
3	468	2957159	0918	
3	468	2936724	0918	
3	468	3025146	0918	
3	230	2766807	0918	
3	230	1345714	0918	
3	297	2564748	0918	
3	297	1321005	0918	
3	297	2975676	0918	
3	297	1485109	0918	
3	129	2802435	0918	
3	89	2586024	0920	
3	356	2586000	0920	
3	344	1489871	0920	
3	388	1337656	0920	
3	388	2661698	0920	
3	87	2214394	0920	
3	121	1486282	0920	
3	159	1398708	0920	
3	60	2967746	0920	
3	60	1348839	0920	
3	77	2565356	0920	
3	87	1336262	0920	
3	364	1300710	0920	
3	364	1065615	0920	
3	355	2785265	0920	
3	245	2585998	0921	
3	533	1514238	0921	
3	533	1466883	0921	
3	365	2982174	0921	
3	365	2898651	0921	
3	365	1405908	0921	
3	288	1090009	0921	
3	328	1269271	0921	
3	328	2236421	0921	
3	328	2911638	0921	
3	328	3028021	0921	
3	328	3026910	0921	
3	328	2677015	0921	
3	116	1336604	0921	
3	273	2596571	0921	
3	87	2586008	0921	
3	114	2965390	0921	
3	524	1440535	0921	
3	250	3027277	0921	
3	250	3028088	0921	
3	147	2567769	0921	
3	147	2691018	0921	
3	147	1475015	0921	
3	147	1469112	0921	
3	147	1134987	0921	
3	147	1248758	0921	
3	147	1289504	0921	
3	147	2731010	0921	
3	261	2794134	0921	
3	214	1068863	0921	
3	262	1293171	0921	
3	262	1338029	0921	
3	5	3026909	0921	
3	5	3029076	0921	
3	536	2949999	0922	
3	89	2585990	0922	
3	87	2586004	0922	
3	281	2598480	0922	
3	281	2930527	0922	
3	147	2703919	0922	
3	147	1216036	0922	
3	147	1292108	0922	
3	147	3025460	0922	
3	423	1314501	0922	
3	423	2957254	0922	
3	87	1994763	0922	
3	87	1994827	0922	
3	303	2583757	0922	
3	303	1467155	0922	
3	303	2670175	0922	
3	303	2810519	0922	
3	303	2785141	0922	
3	303	2815623	0922	
3	536	1277832	0922	
3	487	1148231	0922	
3	357	3023843	0922	
3	357	3026971	0922	
3	87	1084998	0922	
3	87	2960131	0922	
3	57	2668343	0922	
3	57	1490742	0922	
3	57	2565104	0922	
3	57	3003916	0922	
3	57	1411298	0922	
3	297	1310749	0922	
3	49	2586029	0922	
3	5	3031725	0922	
3	5	2956086	0922	
3	5	2951056	0922	
3	249	3017183	0922	
3	249	2861307	0922	
3	249	2594177	0922	
3	129	3002984	0922	
3	360	2928431	0922	
3	360	1044183	0922	
3	422	2955448	0922	
3	422	3024618	0922	
3	41	3031633	0923	
3	41	2675699	0923	
3	76	2700612	0923	
3	481	2635695	0923	
3	212	2860830	0924	
3	212	2572866	0924	
3	87	2586018	0924	
3	66	2641488	0924	
3	84	2737789	0924	
3	532	2588956	0924	
3	532	1303797	0924	
3	508	3003545	0924	
3	508	2900335	0924	
3	508	2898595	0924	
3	132	2586007	0924	
3	481	1241835	0924	
3	481	2632054	0924	
3	481	1132170	0924	
3	481	2606305	0924	
3	481	2608792	0924	
3	481	2676153	0924	
3	481	2608796	0924	
3	481	2635684	0924	
3	533	1569275	0924	
3	49	2586000	0924	
3	3	2877555	0924	
3	89	1173315	0924	
3	89	1292368	0924	
3	89	1458054	0924	
3	515	2226439	0924	
3	317	1090008	0924	
3	530	1443052	0924	
3	35	1513963	0925	
3	49	2586012	0925	
3	291	1078849	0925	
3	291	1122457	0925	
3	291	1487338	0925	
3	291	2748391	0925	
3	291	1345565	0925	
3	303	2690547	0925	
3	303	2865644	0925	
3	303	2865652	0925	
3	17	1160321	0926	
3	108	1477030	0926	
3	108	1477023	0926	
3	108	1248096	0926	
3	87	2586010	0926	
3	132	2586023	0926	
3	76	2845980	0926	
3	292	2850693	0926	
3	132	3024941	0926	
3	69	2586033	0927	
3	37	2992218	0927	
3	37	1471809	0927	
3	37	2926673	0927	
3	356	2586036	0927	
3	451	2691020	0927	
3	451	1066514	0927	
3	478	2033914	0927	
3	478	2707957	0927	
3	140	2663410	0927	
3	140	2748282	0927	
3	144	1354072	0927	
3	144	1350435	0927	
3	121	1271369	0927	
3	121	1365113	0927	
3	164	2968877	0927	
3	328	3026950	0927	
3	478	2454807	0927	
3	344	3033713	0927	
3	89	2696777	0927	
3	25	1572779	0927	
3	69	1532895	0927	
3	150	2586038	0928	
3	69	2586018	0928	
3	533	1240953	0928	
3	533	2875040	0928	
3	533	2869920	0928	
3	292	1286886	0928	
3	292	1282733	0928	
3	292	1050984	0928	
3	479	1100834	0928	
3	385	1046290	0928	
3	385	2997569	0928	
3	242	2458983	0928	
3	242	1538019	0928	
3	242	3010818	0928	
3	242	2711107	0928	
3	212	2741351	0928	
3	212	1455275	0928	
3	212	1345588	0928	
3	212	2850136	0928	
3	212	2850141	0928	
3	409	2917891	0928	
3	291	1478891	0928	
3	208	2888257	0928	
3	486	2794655	0928	
3	56	1401138	0928	
3	528	2885194	0928	
3	292	1297502	0928	
3	432	1090069	0928	
3	432	1210920	0928	
3	432	1474285	0928	
3	432	1992260	0928	
3	204	2704216	0928	
3	190	1267165	0928	
3	190	1364609	0928	
3	190	2673458	0928	
3	385	2729249	0928	
3	334	1079909	0928	
3	334	1269929	0928	
3	331	2779619	0928	
3	479	1342946	0928	
3	479	1333277	0928	
3	291	1154538	0928	
3	508	2843688	0928	
3	150	2642317	0928	
3	49	2585994	0929	
3	507	2945728	0929	
3	490	1249705	0929	
3	507	1521099	0929	
3	127	1397366	0929	
3	127	2784819	0929	
3	127	2796416	0929	
3	127	1031195	0929	
3	142	3026601	0929	
3	142	3026547	0929	
3	145	1513869	0929	
3	5	3036421	0929	
3	5	3036201	0929	
3	5	2934320	0929	
3	385	2748440	0929	
3	385	2929301	0929	
3	385	2950568	0929	
3	84	2893197	0929	
3	505	1445335	0929	
3	505	2877420	0929	
3	524	2968615	0929	
3	292	1024766	0929	
3	292	2818681	0929	
